run_name,eval_precision_mean,eval_precision_std,eval_fbeta_mean,eval_fbeta_std,eval_recall_mean,eval_recall_std,eval_runtime_mean,eval_runtime_std,eval_samples_per_second_mean,eval_samples_per_second_std,eval_loss_mean,eval_loss_std,eval_steps_per_second_mean,eval_steps_per_second_std,epoch_mean,epoch_std
baseline,0.7445769118654999,0.03501196135982869,0.8850181195125761,0.04082254678901618,0.8921182166880685,0.04483824061903357,17.674275,0.1404528991334813,96.286,0.2753425139712353,0.0008389892900595441,0.00010003631284546328,1.52775,0.012193748398257228,3.0,0.0
o_weight,0.5674212575242263,0.02914779185167225,0.9483087162287462,0.004180097119624405,0.9746537479614673,0.004657505722591598,17.541075,0.08977776381153608,97.015,0.05417102546564959,0.002845357812475413,0.00035736510332271297,1.5395,0.007632168761236885,3.0,0.0
dynamic,0.4614167139529115,0.019905564068378973,0.9453268027617809,0.004599789959037824,0.9868668809499717,0.0037865682938548664,17.6093,0.13852963581847794,96.64474999999999,0.8783582341505075,0.006021734443493187,0.0014294883693351543,1.5334999999999999,0.012031209415515975,3.0,0.0
md,0.7687959824293886,0.050833094417175845,0.8895672171214568,0.03937636346387314,0.895671740179262,0.04360178144623733,17.652124999999998,0.09695074458197911,96.4065,0.5421671790140018,0.0007548913272330537,9.461156457656214e-05,1.5294999999999999,0.00838152730712009,3.0,0.0
md_dynamic,0.45827651630045746,0.020488011902637483,0.9389992830513259,0.003855978407838941,0.9802973908109337,0.004430646920958509,17.565424999999998,0.10841778855427776,96.88125000000001,0.1757816472217735,0.006315598962828517,0.0007587449677996001,1.5372499999999998,0.00944391338376208,3.0,0.0
md_o_weight,0.5591737060066985,0.04463093833557216,0.9442479007550613,0.0072915662026004704,0.9714721270879738,0.009144961533391498,17.544525,0.12963703897806292,96.99775,0.2635805142646183,0.002763879019767046,0.0004303847726625851,1.539,0.011224972160321834,3.0,0.0
